Timestamp,CPU_Percent,RAM_Active_MB,Temp_C
1780991872,50,577,60.3
1780991873,20,576,61.8
1780991875,33.3,577,59.9
1780991876,20,577,60.8
1780991877,27.3,577,61.3
1780991878,20,578,60.3
1780991879,33.3,578,61.3
1780991881,27.3,577,60.3
1780991882,60,574,60.8
1780991883,20,575,61.3
1780991884,20,575,61.3
1780991886,40,575,59.9
1780991887,33.3,576,61.8
1780991888,27.3,576,60.8
1780991889,18.2,575,60.8
1780991891,33.3,575,60.3
1780991892,25,576,60.8
1780991893,20,580,60.8
1780991894,40,580,60.3
1780991895,20,580,60.3
1780991897,33.3,580,60.8
1780991898,25,580,61.3
1780991899,27.3,580,60.3
1780991900,30.8,580,60.3
1780991902,27.3,579,60.3
1780991903,20,573,59.9
1780991904,0,575,60.8
1780991905,33.3,575,59.9
1780991907,33.3,575,61.3
1780991908,25,575,59.9
1780991909,33.3,575,60.3
1780991910,27.3,575,59.4
1780991912,27.3,576,60.3
1780991913,87.5,590,61.8
1780991914,20,589,60.8
1780991915,20,586,59.9
1780991916,20,585,60.8
1780991918,25,585,60.3
1780991919,25,584,59.9
1780991920,27.3,583,60.3
1780991921,25,582,59.9
1780991923,33.3,581,61.3
1780991924,20,578,60.3
1780991925,25,578,60.8
1780991926,33.3,579,60.8
1780991927,27.3,579,60.3
1780991929,18.2,579,60.3
1780991930,27.3,579,59.4
1780991931,27.3,578,60.8
1780991932,18.2,580,59.9
1780991934,20,585,60.3
1780991935,40,585,60.3
1780991936,20,584,60.8
1780991937,20,583,60.3
1780991939,18.2,583,60.8
1780991940,27.3,583,59.9
1780991941,27.3,581,60.3
1780991942,20,580,59.9
1780991944,58.3,580,60.3
1780991945,66.7,583,60.8
1780991946,20,585,61.8
1780991947,20,585,61.3
1780991948,33.3,585,60.8
1780991950,27.3,585,60.3
1780991951,20,583,59.9
1780991952,50,583,61.3
1780991953,50,585,61.8
1780991954,50,590,61.8
1780991956,54.5,590,62.8
1780991957,33.3,588,62.8
1780991958,0,589,63.3
1780991959,20,591,61.3
1780991961,20,591,62.3
1780991962,33.3,592,62.8
1780991963,40,592,63.3
1780991964,63.6,589,64.2
1780991965,62.5,698,65.2
1780991967,62.5,696,64.2
1780991968,70,707,66.2
1780991969,58.3,715,65.7
1780991970,50,718,66.2
1780991972,42.9,718,65.7
1780991973,40,718,66.2
1780991974,100,636,66.2
1780991975,66.7,660,65.2
1780991976,83.3,660,65.7
1780991980,25,652,62.8
1780991981,28.6,648,62.3
1780991982,27.3,645,62.8
1780991984,57.1,672,62.8
1780991985,57.1,666,63.7
1780991986,57.1,665,65.2
1780991987,42.9,664,63.7
1780991988,20,664,62.8
1780991990,25,661,62.8
1780991991,20,658,64.2
1780991992,0,658,63.3
1780991993,20,656,62.3
1780991995,33.3,655,61.8
1780991996,20,658,64.2
1780991997,20,653,63.3
1780991998,33.3,654,64.2
1780991999,33.3,652,63.3
1780992001,27.3,651,64.2
1780992002,20,651,62.3
1780992003,20,650,63.3
1780992004,20,648,63.3
1780992005,20,653,63.7
1780992007,20,656,63.3
1780992008,50,666,63.7
1780992009,50,693,65.2
1780992010,16.7,697,63.7
1780992012,16.7,698,65.2
1780992013,30.8,697,63.7
1780992014,71.4,693,66.2
1780992015,50,722,66.2
1780992016,100,763,67.2
1780992018,75,755,67.6
1780992019,100,750,67.6
1780992020,33.3,775,66.7
1780992023,55.6,776,66.7
1780992024,66.7,751,67.2
1780992025,77.8,745,66.7
1780992026,85.7,719,69.1
1780992028,100,747,69.1
1780992029,85.7,770,70.1
1780992030,87.5,764,69.1
1780992031,85.7,748,70.1
1780992032,66.7,767,69.6
1780992034,100,759,70.6
1780992035,100,765,71.1
1780992036,71.4,763,70.6
1780992039,100,770,68.6
1780992040,71.4,782,71.5
1780992041,66.7,779,72.0
1780992042,71.4,771,72.0
1780992044,50,791,71.5
1780992045,42.9,803,70.6
1780992046,50,803,69.6
1780992047,50,798,70.1
1780992049,33.3,802,68.6
1780992050,33.3,803,68.6
1780992051,33.3,804,68.1
1780992052,20,801,67.6
1780992053,20,799,67.6
1780992055,20,799,67.2
1780992056,20,798,66.2
1780992057,28.6,794,66.2
1780992058,33.3,784,66.2
1780992059,20,787,66.7
1780992061,28.6,786,64.7
1780992062,28.6,784,66.2
1780992063,42.9,781,64.7
1780992064,20,780,65.7
1780992066,20,779,65.7
1780992067,28.6,778,65.7
1780992068,42.9,784,65.2
1780992069,20,784,65.2
1780992070,33.3,770,66.2
1780992072,33.3,771,64.7
1780992073,25,771,64.7
1780992074,33.3,771,65.2
1780992075,33.3,771,66.7
1780992077,50,773,65.7
1780992078,28.6,776,65.2
1780992080,28.6,776,66.2
1780992081,28.6,776,65.2
1780992082,42.9,776,65.2
1780992083,16.7,776,64.7
1780992085,30,775,64.7
1780992086,25,775,64.7
1780992087,33.3,773,64.7
1780992088,33.3,770,65.2
1780992090,20,771,65.2
1780992091,20,771,64.2
1780992092,20,771,64.2
1780992093,16.7,771,66.2
1780992094,28.6,774,64.2
1780992096,20,774,63.7
1780992097,16.7,780,66.2
1780992098,33.3,779,64.7
1780992099,16.7,772,64.7
1780992100,28.6,772,64.2
1780992102,25,774,64.7
1780992103,28.6,773,64.7
1780992104,16.7,774,65.2
1780992105,42.9,774,65.2
1780992107,42.9,773,65.7
1780992108,20,773,64.7
1780992109,16.7,774,63.7
1780992110,33.3,775,64.7
1780992112,33.3,775,65.2
1780992113,20,776,65.7
1780992114,30.8,776,65.7
1780992115,42.9,776,65.7
1780992116,20,776,66.2
1780992118,33.3,776,64.2
1780992119,57.1,777,64.7
1780992120,27.3,777,64.2
1780992121,30.8,777,64.7
1780992123,23.1,777,64.2
1780992124,20,777,64.7
1780992125,33.3,777,64.2
1780992126,30.8,777,63.7
1780992128,28.6,777,63.3
1780992129,25,782,63.7
1780992130,16.7,770,64.2
1780992131,28.6,771,64.2
1780992133,42.9,771,63.7
1780992134,16.7,771,64.2
1780992135,40,772,63.3
1780992136,27.3,772,64.2
1780992137,20,772,64.2
1780992139,33.3,772,63.3
1780992140,28.6,778,63.7
1780992141,20,778,64.7
1780992142,28.6,778,63.7
1780992144,20,778,63.3
1780992145,33.3,778,63.7
1780992146,33.3,778,64.7
1780992147,0,777,64.2
1780992148,54.5,778,65.7
1780992150,66.7,762,65.7
1780992151,42.9,755,65.7
1780992152,25,751,65.7
1780992153,50,750,65.2
1780992155,75,768,67.6
1780992156,33.3,767,66.2
1780992157,66.7,765,68.1
1780992158,33.3,766,66.2
1780992159,33.3,766,66.2
1780992161,33.3,745,66.2
1780992162,42.9,747,66.2
1780992163,33.3,748,65.2
1780992164,33.3,746,65.2
1780992165,30.8,737,65.7
1780992167,33.3,734,64.7
1780992168,20,731,65.7
1780992169,33.3,729,64.2
1780992170,33.3,729,64.7
1780992171,20,727,65.2
1780992173,28.6,728,65.2
1780992174,28.6,728,64.7
1780992175,20,729,64.7
1780992176,28.6,728,63.3
1780992178,16.7,728,65.7
1780992179,20,728,65.2
1780992180,33.3,726,65.7
1780992181,20,726,66.2
1780992182,62.5,715,66.2
1780992184,20,716,64.2
1780992185,28.6,715,64.7
1780992186,20,713,65.2
1780992187,25,713,64.2
1780992188,28.6,712,63.7
1780992190,42.9,713,64.7
1780992191,33.3,719,65.2
1780992192,33.3,715,63.7
1780992193,20,714,64.7
1780992195,28.6,712,64.2
1780992196,33.3,712,65.2
1780992197,28.6,710,65.2
1780992198,20,710,64.2
1780992199,33.3,710,64.2
1780992201,27.3,710,64.2
1780992202,85.7,613,65.2
1780992203,57.1,617,65.7
1780992204,33.3,606,65.7
1780992205,33.3,602,65.2
1780992207,25,600,64.7
1780992208,30.8,597,65.2
1780992209,33.3,595,65.2
1780992210,20,595,64.2
1780992212,40,589,65.2
1780992213,20,588,64.7
1780992214,33.3,586,64.7
1780992215,25,587,63.7
1780992217,33.3,586,64.2
1780992218,20,583,64.2
1780992219,20,583,63.7
1780992220,20,584,63.7
1780992221,33.3,584,64.7
1780992223,30.8,583,64.2
1780992224,30.8,583,62.8
1780992225,30.8,583,62.8
1780992226,30.8,585,63.3
1780992228,27.3,585,64.2
1780992229,25,585,63.3
1780992230,33.3,585,62.3
1780992231,30.8,585,63.3
1780992233,33.3,585,63.3
1780992234,42.9,585,63.7
1780992235,0,585,63.3
1780992236,20,585,63.7
1780992238,30.8,585,63.3
1780992239,30.8,584,62.8
1780992240,20,584,63.3
1780992241,33.3,583,63.7
1780992242,20,582,63.7
